Name,Surname,Real Name,Type,Gender,Nationality,Complete Name (Name Surname),Complete Name (Surname Name)
Lydia,Cacho,,"Journalist, Human Rights Activist",Female,Mexican,"Lydia, Cacho","Cacho, Lydia"
Lydia,Davis,,"Short Story Writer, Novelist, Translator",Female,American,"Lydia, Davis","Davis, Lydia"
Maimonides,,Moses ben Maimon,"Philosopher, Physician",Male,"Andalusian, Jewish",Maimonides,Maimonides
Malcolm,Lowry,,"Novelist, Short Story Writer, Poet",Male,British,"Malcolm, Lowry","Lowry, Malcolm"
Manly P.,Hall,,"Mystic, Esoteric Writer",Male,"Canadian, American","Manly P., Hall","Hall, Manly P."
Manoel,de Oliveira,,Film Director,Male,Portuguese,"Manoel, de Oliveira","de Oliveira, Manoel"
Manuel,DeLanda,,"Philosopher, Artist",Male,"Mexican, American","Manuel, DeLanda","DeLanda, Manuel"
Marc,Chagall,,Painter,Male,"Russian, French","Marc, Chagall","Chagall, Marc"
Marcel,Duchamp,,"Conceptual Artist, Sculptor",Male,French,"Marcel, Duchamp","Duchamp, Marcel"
Marcel,Dzama,,Painter,Male,Canadian,"Marcel, Dzama","Dzama, Marcel"
Marcel,Proust,,"Novelist, Essayist, Critic",Male,French,"Marcel, Proust","Proust, Marcel"
Marcel,Schwob,,"Symbolist Writer, Short Story Writer",Male,French,"Marcel, Schwob","Schwob, Marcel"
Marcus,Aurelius,,"Philosopher, Emperor",Male,Roman,"Marcus, Aurelius","Aurelius, Marcus"
Margaret,Atwood,,"Novelist, Poet, Literary Critic",Female,Canadian,"Margaret, Atwood","Atwood, Margaret"
Marguerite,Duras,,"Novelist, Playwright, Screenwriter, Film Director",Female,French,"Marguerite, Duras","Duras, Marguerite"
Marguerite,Yourcenar,,"Novelist, Essayist, Poet",Female,French,"Marguerite, Yourcenar","Yourcenar, Marguerite"
Mariano,Fortuny,,"Painter, Designer",Male,Spanish,"Mariano, Fortuny","Fortuny, Mariano"
Marie,Spartali Stillman,,Painter,Female,"British, Greek","Marie, Spartali Stillman","Spartali Stillman, Marie"
Marie-Henri,Beyle,Stendhal,Novelist,Male,French,"Marie-Henri, Beyle","Beyle, Marie-Henri"
Marie-Louise,von Franz,,"Jungian Psychologist, Scholar",Female,Swiss,"Marie-Louise, von Franz","von Franz, Marie-Louise"
Marina,Abramović,,Performance Artist,Female,Serbian,"Marina, Abramović","Abramović, Marina"
Marjorie,Cameron,,"Artist, Occultist, Actress",Female,American,"Marjorie, Cameron","Cameron, Marjorie"
Mark Z.,Danielewski,,Novelist,Male,American,"Mark Z., Danielewski","Danielewski, Mark Z."
Mark,Fisher,,"Philosopher, Cultural Theorist",Male,British,"Mark, Fisher","Fisher, Mark"
Mark,Rothko,,Painter,Male,American,"Mark, Rothko","Rothko, Mark"
Markus,Gabriel,,Philosopher,Male,German,"Markus, Gabriel","Gabriel, Markus"
Marquis de,Sade,Donatien Alphonse François,"Novelist, Philosopher, Playwright",Male,French,"Marquis de, Sade","Sade, Marquis de"
Marshall,McLuhan,,"Media Theorist, Literary Critic",Male,Canadian,"Marshall, McLuhan","McLuhan, Marshall"
Márta,Mészáros,,"Film Director, Screenwriter",Female,Hungarian,"Márta, Mészáros","Mészáros, Márta"
Martha,Gellhorn,,"War Correspondent, Novelist",Female,American,"Martha, Gellhorn","Gellhorn, Martha"
Martha,Nussbaum,,Philosopher,Female,American,"Martha, Nussbaum","Nussbaum, Martha"
Martin,Heidegger,,Philosopher,Male,German,"Martin, Heidegger","Heidegger, Martin"
Martin,van Maële,Maurice François Alfred Martin,"Painter, Illustrator",Male,French,"Martin, van Maële","van Maële, Martin"
Mary,Cassatt,,Painter,Female,American,"Mary, Cassatt","Cassatt, Mary"
Mary,Shelley,,"Novelist, Short Story Writer, Essayist",Female,British,"Mary, Shelley","Shelley, Mary"
Masaki,Kobayashi,,Film Director,Male,Japanese,"Masaki, Kobayashi","Kobayashi, Masaki"
Mati,Diop,,"Film Director, Actress",Female,"French, Senegalese","Mati, Diop","Diop, Mati"
Mati,Klarwein,,Painter,Male,"German, French","Mati, Klarwein","Klarwein, Mati"
Matthew,Lewis,,"Gothic Novelist, Playwright",Male,English,"Matthew, Lewis","Lewis, Matthew"
Maurice,Merleau-Ponty,,Philosopher,Male,French,"Maurice, Merleau-Ponty","Merleau-Ponty, Maurice"
Max,Ernst,,"Painter, Sculptor",Male,German,"Max, Ernst","Ernst, Max"
Max,Horkheimer,,"Philosopher, Sociologist",Male,German,"Max, Horkheimer","Horkheimer, Max"
Max,Klinger,,"Painter, Sculptor",Male,German,"Max, Klinger","Klinger, Max"
Maya,Deren,Eleonora Derenkowska,"Experimental Filmmaker, Theorist",Female,"Ukrainian, American","Maya, Deren","Deren, Maya"
Maya,Lin,,"Sculptor, Architect",Female,American,"Maya, Lin","Lin, Maya"
Mercè,Rodoreda,,Novelist,Female,Catalan,"Mercè, Rodoreda","Rodoreda, Mercè"
Michael,Curtiz,,Film Director,Male,"Hungarian, American","Michael, Curtiz","Curtiz, Michael"
Michael,Haneke,,"Film Director, Screenwriter",Male,Austrian,"Michael, Haneke","Haneke, Michael"
Michel,Foucault,,"Philosopher, Historian",Male,French,"Michel, Foucault","Foucault, Michel"
Michel,Houellebecq,,"Novelist, Poet, Essayist",Male,French,"Michel, Houellebecq","Houellebecq, Michel"
Michelangelo,Antonioni,,"Film Director, Screenwriter",Male,Italian,"Michelangelo, Antonioni","Antonioni, Michelangelo"
Michelangelo,Buonarroti,,"Sculptor, Painter, Architect",Male,Italian,"Michelangelo, Buonarroti","Buonarroti, Michelangelo"
Miguel,Gomes,,"Film Director, Film Critic",Male,Portuguese,"Miguel, Gomes","Gomes, Miguel"
Mikalojus Konstantinas,Čiurlionis,,"Painter, Composer",Male,Lithuanian,"Mikalojus Konstantinas, Čiurlionis","Čiurlionis, Mikalojus Konstantinas"
Mikhail,Bakhtin,,"Literary Theorist, Philosopher",Male,Russian,"Mikhail, Bakhtin","Bakhtin, Mikhail"
Mikhail,Bulgakov,,"Novelist, Playwright",Male,Russian,"Mikhail, Bulgakov","Bulgakov, Mikhail"
Mikhail,Vrubel,,Painter,Male,Russian,"Mikhail, Vrubel","Vrubel, Mikhail"
Mikio,Naruse,,Film Director,Male,Japanese,"Mikio, Naruse","Naruse, Mikio"
Milan,Kundera,,"Novelist, Playwright, Poet",Male,"Czech, French","Milan, Kundera","Kundera, Milan"
Milorad,Pavić,,"Novelist, Poet, Literary Historian",Male,Serbian,"Milorad, Pavić","Pavić, Milorad"
Mircea,Cărtărescu,,"Novelist, Poet, Essayist",Male,Romanian,"Mircea, Cărtărescu","Cărtărescu, Mircea"
Mircea,Eliade,,"Novelist, Historian of Religion",Male,Romanian,"Mircea, Eliade","Eliade, Mircea"
Mirra,Alfassa,The Mother,"Spiritual Writer, Occultist",Female,French,"Mirra, Alfassa","Alfassa, Mirra"
Mohsen,Makhmalbaf,,"Film Director, Writer",Male,Iranian,"Mohsen, Makhmalbaf","Makhmalbaf, Mohsen"
Monique,Wittig,,"Novelist, Theorist",Female,French,"Monique, Wittig","Wittig, Monique"
Monsù,Desiderio,François de Nomé / Didier Barra,Painter,Male,French,"Monsù, Desiderio","Desiderio, Monsù"
Muriel,Spark,,"Novelist, Poet, Literary Critic",Female,Scottish,"Muriel, Spark","Spark, Muriel"
Myron,,,Sculptor,Male,Greek,Myron,Myron
N.T.,Wright,,"Theologian, New Testament Scholar",Male,British,"N.T., Wright","Wright, N.T."
Naguib,Mahfouz,,"Novelist, Screenwriter",Male,Egyptian,"Naguib, Mahfouz","Mahfouz, Naguib"
Nam June,Paik,,"Video Artist, Sculptor",Male,"Korean, American","Nam June, Paik","Paik, Nam June"
Naomi,Klein,,"Journalist, Writer",Female,Canadian,"Naomi, Klein","Klein, Naomi"
Natalia,Ginzburg,,"Novelist, Essayist, Playwright",Female,Italian,"Natalia, Ginzburg","Ginzburg, Natalia"
Nathan,Fielder,,"Film Director, Comedian, Writer",Male,Canadian,"Nathan, Fielder","Fielder, Nathan"
Neal,Stephenson,,"Science Fiction Writer, Historian",Male,American,"Neal, Stephenson","Stephenson, Neal"
Nellie,Bly,Elizabeth Cochran Seaman,Investigative Journalist,Female,American,"Nellie, Bly","Bly, Nellie"
Niccolò,Machiavelli,,"Philosopher, Political Theorist",Male,Italian,"Niccolò, Machiavelli","Machiavelli, Niccolò"
Nicholas of Cusa,,,"Philosopher, Theologian, Mathematician",Male,German,Nicholas of Cusa,Nicholas of Cusa
Nicholas,Roerich,,"Painter, Mystic",Male,Russian,"Nicholas, Roerich","Roerich, Nicholas"
Nick,Bostrom,,Philosopher,Male,Swedish,"Nick, Bostrom","Bostrom, Nick"
Nicolas,Winding Refn,,"Film Director, Screenwriter",Male,Danish,"Nicolas, Winding Refn","Winding Refn, Nicolas"
Nikola,Tesla,,"Inventor, Electrical Engineer, Writer",Male,"Serbian, American","Nikola, Tesla","Tesla, Nikola"
Nikolai,Gogol,,"Novelist, Dramatist, Short Story Writer",Male,Russian,"Nikolai, Gogol","Gogol, Nikolai"
Ning,Hao,,"Film Director, Screenwriter",Male,Chinese,"Ning, Hao","Hao, Ning"
Noam,Chomsky,,"Philosopher, Linguist, Political Critic",Male,American,"Noam, Chomsky","Chomsky, Noam"
Northrop,Frye,,Literary Critic,Male,Canadian,"Northrop, Frye","Frye, Northrop"
Nuri Bilge,Ceylan,,"Film Director, Screenwriter, Photographer",Male,Turkish,"Nuri Bilge, Ceylan","Ceylan, Nuri Bilge"
Octavia E.,Butler,,Science Fiction Writer,Female,American,"Octavia E., Butler","Butler, Octavia E."
Odd,Nerdrum,,Painter,Male,Norwegian,"Odd, Nerdrum","Nerdrum, Odd"
Odilon,Redon,,"Painter, Printmaker",Male,French,"Odilon, Redon","Redon, Odilon"
Olga,Tokarczuk,,"Novelist, Essayist, Poet",Female,Polish,"Olga, Tokarczuk","Tokarczuk, Olga"
Oliver,Sacks,,"Neurologist, Naturalist, Writer",Male,"British, American","Oliver, Sacks","Sacks, Oliver"
Origen,,,"Theologian, Biblical Scholar",Male,Greek,Origen,Origen
Orson,Welles,,"Film Director, Actor, Screenwriter",Male,American,"Orson, Welles","Welles, Orson"
Oscar,Wilde,,"Playwright, Novelist, Poet",Male,Irish,"Oscar, Wilde","Wilde, Oscar"
Otto,Dix,,Painter,Male,German,"Otto, Dix","Dix, Otto"
Otto,Greiner,,"Painter, Printmaker",Male,German,"Otto, Greiner","Greiner, Otto"
Ousmane,Sembène,,"Film Director, Writer",Male,Senegalese,"Ousmane, Sembène","Sembène, Ousmane"
Pablo,Picasso,,"Painter, Sculptor, Printmaker",Male,Spanish,"Pablo, Picasso","Picasso, Pablo"
Pamela Colman,Smith,,"Artist, Occultist",Female,British,"Pamela Colman, Smith","Smith, Pamela Colman"
Paolo,Sorrentino,,"Film Director, Screenwriter",Male,Italian,"Paolo, Sorrentino","Sorrentino, Paolo"
Paracelsus,,Theophrastus von Hohenheim,"Physician, Alchemist, Astrologer",Male,Swiss,Paracelsus,Paracelsus
Park,Chan-wook,,"Film Director, Screenwriter",Male,South Korean,"Park, Chan-wook","Chan-wook, Park"
Parmenides,,,Philosopher,Male,Greek,Parmenides,Parmenides
Patricia,Highsmith,,Novelist,Female,American,"Patricia, Highsmith","Highsmith, Patricia"
Patricia,MacCormack,,Philosopher,Female,Australian,"Patricia, MacCormack","MacCormack, Patricia"
Patrick,White,,"Novelist, Short Story Writer, Playwright",Male,Australian,"Patrick, White","White, Patrick"
Paul,Auster,,"Novelist, Essayist, Translator",Male,American,"Paul, Auster","Auster, Paul"
Paul,Celan,,Poet,Male,"Romanian, French","Paul, Celan","Celan, Paul"
Paul,Cézanne,,Painter,Male,French,"Paul, Cézanne","Cézanne, Paul"
Paul,Delvaux,,Painter,Male,Belgian,"Paul, Delvaux","Delvaux, Paul"
Paul,Gauguin,,Painter,Male,French,"Paul, Gauguin","Gauguin, Paul"
Paul,Klee,,Painter,Male,"Swiss, German","Paul, Klee","Klee, Paul"
Paul,Ricœur,,Philosopher,Male,French,"Paul, Ricœur","Ricœur, Paul"
Paul,Schrader,,"Film Director, Screenwriter, Film Critic",Male,American,"Paul, Schrader","Schrader, Paul"
Paul,Tillich,,"Theologian, Philosopher",Male,"German, American","Paul, Tillich","Tillich, Paul"
Paulus,Orosius,,"Theologian, Historian",Male,Roman,"Paulus, Orosius","Orosius, Paulus"
Pedro,Costa,,Film Director,Male,Portuguese,"Pedro, Costa","Costa, Pedro"
Percy Bysshe,Shelley,,Poet,Male,English,"Percy Bysshe, Shelley","Shelley, Percy Bysshe"
Peter Paul,Rubens,,Painter,Male,Flemish,"Peter Paul, Rubens","Rubens, Peter Paul"
Peter,Handke,,"Novelist, Playwright, Poet",Male,Austrian,"Peter, Handke","Handke, Peter"
Peter,Singer,,Philosopher,Male,Australian,"Peter, Singer","Singer, Peter"
Peter,Sloterdijk,,"Philosopher, Cultural Theorist",Male,German,"Peter, Sloterdijk","Sloterdijk, Peter"
Peter,Weibel,,"Philosopher, Media Theorist",Male,Austrian,"Peter, Weibel","Weibel, Peter"
Peter,Wessel Zapffe,,Philosopher,Male,Norwegian,"Peter, Wessel Zapffe","Wessel Zapffe, Peter"
Petronius,,Gaius Petronius Arbiter,Novelist,Male,Roman,Petronius,Petronius
Phidias,,,Sculptor,Male,Greek,Phidias,Phidias
Philip K.,Dick,,Science Fiction Writer,Male,American,"Philip K., Dick","Dick, Philip K."
Philip,Roth,,"Novelist, Short Story Writer",Male,American,"Philip, Roth","Roth, Philip"
Philippa,Foot,,Philosopher,Female,British,"Philippa, Foot","Foot, Philippa"
Pier Paolo,Pasolini,,"Film Director, Poet, Writer",Male,Italian,"Pier Paolo, Pasolini","Pasolini, Pier Paolo"
Pierre Puvis de,Chavannes,,Painter,Male,French,"Pierre Puvis de, Chavannes","Chavannes, Pierre Puvis de"
Pierre,Choderlos de Laclos,,Novelist,Male,French,"Pierre, Choderlos de Laclos","Choderlos de Laclos, Pierre"
Pierre,Klossowski,,"Philosopher, Writer, Artist",Male,French,"Pierre, Klossowski","Klossowski, Pierre"
Pierre-Auguste,Renoir,,Painter,Male,French,"Pierre-Auguste, Renoir","Renoir, Pierre-Auguste"
Pierre-Cécile,Puvis de Chavannes,,Painter,Male,French,"Pierre-Cécile, Puvis de Chavannes","Puvis de Chavannes, Pierre-Cécile"
Piet,Mondrian,,Painter,Male,Dutch,"Piet, Mondrian","Mondrian, Piet"
Plato,,,Philosopher,Male,Greek,Plato,Plato
Plotinus,,,Philosopher,Male,"Roman, Egyptian",Plotinus,Plotinus
Polykleitos,,,Sculptor,Male,Greek,Polykleitos,Polykleitos
Praxiteles,,,Sculptor,Male,Greek,Praxiteles,Praxiteles
Protagoras,,,Philosopher,Male,Greek,Protagoras,Protagoras
Pyrrho,,,Philosopher,Male,Greek,Pyrrho,Pyrrho
Pythagoras,,,"Philosopher, Mathematician",Male,Greek,Pythagoras,Pythagoras
Quentin,Meillassoux,,Philosopher,Male,French,"Quentin, Meillassoux","Meillassoux, Quentin"
Quentin,Tarantino,,"Film Director, Screenwriter",Male,American,"Quentin, Tarantino","Tarantino, Quentin"
Rachel,Carson,,"Marine Biologist, Nature Writer",Female,American,"Rachel, Carson","Carson, Rachel"
Rainer Werner,Fassbinder,,"Film Director, Actor, Playwright",Male,German,"Rainer Werner, Fassbinder","Fassbinder, Rainer Werner"
Ralph Waldo,Emerson,,"Philosopher, Essayist",Male,American,"Ralph Waldo, Emerson","Emerson, Ralph Waldo"
Raphael,,Raffaello Sanzio da Urbino,"Painter, Architect",Male,Italian,Raphael,Raphael
Raúl,Ruiz,,"Film Director, Writer",Male,Chilean,"Raúl, Ruiz","Ruiz, Raúl"
Ray,Bradbury,,"Novelist, Short Story Writer",Male,American,"Ray, Bradbury","Bradbury, Ray"
Ray,Brassier,,Philosopher,Male,British,"Ray, Brassier","Brassier, Ray"
Raymond,Carver,,"Short Story Writer, Poet",Male,American,"Raymond, Carver","Carver, Raymond"
Raymond,Chandler,,Detective Fiction Writer,Male,American,"Raymond, Chandler","Chandler, Raymond"
Raymond,Pettibon,,"Painter, Illustrator",Male,American,"Raymond, Pettibon","Pettibon, Raymond"
Raymond,Radiguet,,"Novelist, Poet",Male,French,"Raymond, Radiguet","Radiguet, Raymond"
Rebecca,Solnit,,"Writer, Historian",Female,American,"Rebecca, Solnit","Solnit, Rebecca"
Rebecca,Solomon,,Painter,Female,British,"Rebecca, Solomon","Solomon, Rebecca"
Rebecca,West,Cicily Isabel Fairfield,"Journalist, Literary Critic, Travel Writer",Female,British,"Rebecca, West","West, Rebecca"
Reinhard,Ziegler,,Painter,Male,German,"Reinhard, Ziegler","Ziegler, Reinhard"
Rembrandt,van Rijn,,"Painter, Printmaker",Male,Dutch,"Rembrandt, van Rijn","van Rijn, Rembrandt"
Remedios,Varo,,Painter,Female,"Spanish, Mexican","Remedios, Varo","Varo, Remedios"
René,Daumal,,"Writer, Poet",Male,French,"René, Daumal","Daumal, René"
René,Descartes,,"Philosopher, Mathematician",Male,French,"René, Descartes","Descartes, René"
René,Guénon,,"Metaphysician, Traditionalist",Male,French,"René, Guénon","Guénon, René"
René,Magritte,,Painter,Male,Belgian,"René, Magritte","Magritte, René"
Reza,Negarestani,,Philosopher,Male,Iranian,"Reza, Negarestani","Negarestani, Reza"
Richard,Dadd,,Painter,Male,British,"Richard, Dadd","Dadd, Richard"
Richard,Feynman,,"Physicist, Science Writer",Male,American,"Richard, Feynman","Feynman, Richard"
Richard,Kelly,,"Film Director, Screenwriter",Male,American,"Richard, Kelly","Kelly, Richard"
Richard,Rorty,,Philosopher,Male,American,"Richard, Rorty","Rorty, Richard"
Richard,Serra,,Sculptor,Male,American,"Richard, Serra","Serra, Richard"
Richard,Upton Pickman,Richard Upton Pickman,Painter,Male,American,"Richard, Upton Pickman","Upton Pickman, Richard"
Ritwik,Ghatak,,"Film Director, Screenwriter",Male,Bengali,"Ritwik, Ghatak","Ghatak, Ritwik"
Robert,Bresson,,"Film Director, Screenwriter",Male,French,"Robert, Bresson","Bresson, Robert"
Robert,Caro,,"Biographer, Journalist",Male,American,"Robert, Caro","Caro, Robert"
Robert,Eggers,,"Film Director, Screenwriter",Male,American,"Robert, Eggers","Eggers, Robert"
Robert,Rauschenberg,,"Painter, Sculptor",Male,American,"Robert, Rauschenberg","Rauschenberg, Robert"
Roberto,Bolaño,,"Novelist, Short Story Writer, Poet",Male,Chilean,"Roberto, Bolaño","Bolaño, Roberto"
Roberto,Esposito,,Philosopher,Male,Italian,"Roberto, Esposito","Esposito, Roberto"
Roberto,Ferri,,Painter,Male,Italian,"Roberto, Ferri","Ferri, Roberto"
Roberto,Mangabeira Unger,,"Philosopher, Social Theorist",Male,Brazilian,"Roberto, Mangabeira Unger","Mangabeira Unger, Roberto"
Roberto,Rossellini,,"Film Director, Screenwriter",Male,Italian,"Roberto, Rossellini","Rossellini, Roberto"
Rodolphe,Bresdin,,Printmaker,Male,French,"Rodolphe, Bresdin","Bresdin, Rodolphe"
Roger,Caillois,,"Philosopher, Sociologist",Male,French,"Roger, Caillois","Caillois, Roger"
Roland,Barthes,,"Literary Theorist, Philosopher, Critic",Male,French,"Roland, Barthes","Barthes, Roland"
Rollo,May,,Existential Psychologist,Male,American,"Rollo, May","May, Rollo"
Roman,Polanski,,"Film Director, Screenwriter, Actor",Male,"Polish, French","Roman, Polanski","Polanski, Roman"
Rosaleen,Norton,,"Painter, Occultist",Female,Australian,"Rosaleen, Norton","Norton, Rosaleen"
Roy,Andersson,,Film Director,Male,Swedish,"Roy, Andersson","Andersson, Roy"
Roy,Lichtenstein,,Painter,Male,American,"Roy, Lichtenstein","Lichtenstein, Roy"
Ruben,Östlund,,"Film Director, Screenwriter",Male,Swedish,"Ruben, Östlund","Östlund, Ruben"
Rudolf,Schlichter,,Painter,Male,German,"Rudolf, Schlichter","Schlichter, Rudolf"
Rudolf,Steiner,,"Philosopher, Esotericist",Male,Austrian,"Rudolf, Steiner","Steiner, Rudolf"
Ryūsei,Kishida,,Painter,Male,Japanese,"Ryūsei, Kishida","Kishida, Ryūsei"
s,Barth,,Theologian,Male,Swiss,"s, Barth","Barth, s"
Sadeq,Hedayat,,"Short Story Writer, Novelist",Male,Iranian,"Sadeq, Hedayat","Hedayat, Sadeq"
Salvador,Dalí,,"Painter, Sculptor",Male,Spanish,"Salvador, Dalí","Dalí, Salvador"
Samira,Makhmalbaf,,Film Director,Female,Iranian,"Samira, Makhmalbaf","Makhmalbaf, Samira"
Samuel Taylor,Coleridge,,"Poet, Literary Critic, Philosopher",Male,English,"Samuel Taylor, Coleridge","Coleridge, Samuel Taylor"
Samuel,Beckett,,"Playwright, Novelist, Poet",Male,Irish,"Samuel, Beckett","Beckett, Samuel"
Samuel,Delany,,"Science Fiction Writer, Literary Critic",Male,American,"Samuel, Delany","Delany, Samuel"
Sandro,Botticelli,Alessandro di Mariano di Vanni Filipepi,Painter,Male,Italian,"Sandro, Botticelli","Botticelli, Sandro"
Sappho,,,Poet,Female,Greek,Sappho,Sappho
Sascha,Schneider,,Painter,Male,German,"Sascha, Schneider","Schneider, Sascha"
Satyajit,Ray,,"Film Director, Writer, Composer",Male,Indian,"Satyajit, Ray","Ray, Satyajit"
Saul,Kripke,,"Philosopher, Logician",Male,American,"Saul, Kripke","Kripke, Saul"
Seneca,,Lucius Annaeus Seneca,"Philosopher, Dramatist",Male,Roman,Seneca,Seneca
Sergei,Eisenstein,,"Film Director, Film Theorist",Male,Soviet,"Sergei, Eisenstein","Eisenstein, Sergei"
Sergei,Loznitsa,,"Film Director, Screenwriter",Male,Ukrainian,"Sergei, Loznitsa","Loznitsa, Sergei"
Sergei,Parajanov,,Film Director,Male,"Armenian, Georgian","Sergei, Parajanov","Parajanov, Sergei"
Sergio,González Rodríguez,,"Journalist, Writer",Male,Mexican,"Sergio, González Rodríguez","González Rodríguez, Sergio"
Seymour,Hersh,,Investigative Journalist,Male,American,"Seymour, Hersh","Hersh, Seymour"
Shane,Carruth,,"Film Director, Screenwriter, Actor",Male,American,"Shane, Carruth","Carruth, Shane"
Shion,Sono,,"Film Director, Poet",Male,Japanese,"Shion, Sono","Sono, Shion"
Shōhei,Imamura,,"Film Director, Screenwriter",Male,Japanese,"Shōhei, Imamura","Imamura, Shōhei"
Shuji,Terayama,,"Film Director, Poet, Playwright",Male,Japanese,"Shuji, Terayama","Terayama, Shuji"
Shusaku,Endo,,Novelist,Male,Japanese,"Shusaku, Endo","Endo, Shusaku"
Sidney,Sime,,Illustrator,Male,British,"Sidney, Sime","Sime, Sidney"
Sigrid,Undset,,Novelist,Female,Norwegian,"Sigrid, Undset","Undset, Sigrid"
Silvia,Federici,,"Philosopher, Feminist Scholar",Female,"Italian, American","Silvia, Federici","Federici, Silvia"
Simeon,Solomon,,Painter,Male,British,"Simeon, Solomon","Solomon, Simeon"
Simone de,Beauvoir,,"Philosopher, Writer",Female,French,"Simone de, Beauvoir","Beauvoir, Simone de"
Simone,de Beauvoir,,"Philosopher, Novelist, Essayist",Female,French,"Simone, de Beauvoir","de Beauvoir, Simone"
Simone,Weil,,"Philosopher, Mystic",Female,French,"Simone, Weil","Weil, Simone"
Sion,Sono,,"Film Director, Poet",Male,Japanese,"Sion, Sono","Sono, Sion"
Slavoj,Žižek,,"Philosopher, Cultural Critic",Male,Slovenian,"Slavoj, Žižek","Žižek, Slavoj"
Socrates,,,Philosopher,Male,Greek,Socrates,Socrates
Sophocles,,,Playwright,Male,Greek,Sophocles,Sophocles
Søren,Kierkegaard,,"Philosopher, Theologian",Male,Danish,"Søren, Kierkegaard","Kierkegaard, Søren"
Sri,Aurobindo,,"Philosopher, Poet, Mystic",Male,Indian,"Sri, Aurobindo","Aurobindo, Sri"
Stanislav,Grof,,"Psychiatrist, Writer",Male,"Czech, American","Stanislav, Grof","Grof, Stanislav"
Stanislav,Rostotsky,,Film Director,Male,Russian,"Stanislav, Rostotsky","Rostotsky, Stanislav"
Stanislav,Szukalski,,"Painter, Sculptor",Male,Polish,"Stanislav, Szukalski","Szukalski, Stanislav"
Stanisław,Lem,,"Science Fiction Writer, Philosopher",Male,Polish,"Stanisław, Lem","Lem, Stanisław"
Stanisław,Wyspiański,,"Painter, Playwright",Male,Polish,"Stanisław, Wyspiański","Wyspiański, Stanisław"
Stanley,Kubrick,,"Film Director, Screenwriter, Producer",Male,American,"Stanley, Kubrick","Kubrick, Stanley"
Stefan,Zweig,,"Novelist, Playwright, Journalist",Male,Austrian,"Stefan, Zweig","Zweig, Stefan"
Stéphane,Mallarmé,,"Poet, Literary Critic",Male,French,"Stéphane, Mallarmé","Mallarmé, Stéphane"
Stig,Björkman,,"Film Director, Film Critic",Male,Swedish,"Stig, Björkman","Björkman, Stig"
Straub-Huillet,,Jean-Marie Straub & Danièle Huillet,Filmmaking Duo,Duo,French,Straub-Huillet,Straub-Huillet
Susan,Sontag,,"Novelist, Essayist, Literary Critic, Literary Theorist, Filmmaker",Female,American,"Susan, Sontag","Sontag, Susan"
Suzanne,Valadon,,Painter,Female,French,"Suzanne, Valadon","Valadon, Suzanne"
Svetlana,Alexievich,,"Journalist, Oral Historian",Female,Belarusian,"Svetlana, Alexievich","Alexievich, Svetlana"
Sylvia,Plath,,"Poet, Novelist",Female,American,"Sylvia, Plath","Plath, Sylvia"
Tamara de,Lempicka,,Painter,Female,Polish,"Tamara de, Lempicka","Lempicka, Tamara de"
Ta-Nehisi,Coates,,"Journalist, Author",Male,American,"Ta-Nehisi, Coates","Coates, Ta-Nehisi"
Tarjei,Vesaas,,"Novelist, Poet",Male,Norwegian,"Tarjei, Vesaas","Vesaas, Tarjei"
Ted,Chiang,,Science Fiction Writer,Male,American,"Ted, Chiang","Chiang, Ted"
Teiji,Takai,,Painter,Male,Japanese,"Teiji, Takai","Takai, Teiji"
Terence,Davies,,"Film Director, Screenwriter",Male,British,"Terence, Davies","Davies, Terence"
Terence,McKenna,,"Ethnobotanist, Mystic",Male,American,"Terence, McKenna","McKenna, Terence"
Terrence,Malick,,"Film Director, Screenwriter",Male,American,"Terrence, Malick","Malick, Terrence"
Terry,Eagleton,,"Literary Theorist, Critic",Male,British,"Terry, Eagleton","Eagleton, Terry"
Terry,Gilliam,,"Film Director, Screenwriter, Animator",Male,"British, American","Terry, Gilliam","Gilliam, Terry"
Tess,Gallagher,,"Poet, Short Story Writer",Female,American,"Tess, Gallagher","Gallagher, Tess"
Thales,,,Philosopher,Male,Greek,Thales,Thales
Theo,Angelopoulos,,"Film Director, Screenwriter",Male,Greek,"Theo, Angelopoulos","Angelopoulos, Theo"
Theodor,Adorno,,"Philosopher, Sociologist",Male,German,"Theodor, Adorno","Adorno, Theodor"
Theodor,Reik,,"Psychoanalyst, Writer",Male,Austrian,"Theodor, Reik","Reik, Theodor"
Théodore,Géricault,,Painter,Male,French,"Théodore, Géricault","Géricault, Théodore"
Thich Nhat,Hanh,,"Buddhist Monk, Writer",Male,Vietnamese,"Thich Nhat, Hanh","Hanh, Thich Nhat"
Thomas Aquinas,,,"Philosopher, Theologian",Male,Italian,Thomas Aquinas,Thomas Aquinas
Thomas,Bernhard,,"Novelist, Playwright, Poet",Male,Austrian,"Thomas, Bernhard","Bernhard, Thomas"
Thomas,Hardy,,"Novelist, Poet",Male,English,"Thomas, Hardy","Hardy, Thomas"
Thomas,Hobbes,,Philosopher,Male,English,"Thomas, Hobbes","Hobbes, Thomas"
Thomas,Ligotti,,Horror Writer,Male,American,"Thomas, Ligotti","Ligotti, Thomas"
Thomas,Mann,,"Novelist, Short Story Writer, Social Critic",Male,German,"Thomas, Mann","Mann, Thomas"
Thomas,Nagel,,Philosopher,Male,"Serbian, American","Thomas, Nagel","Nagel, Thomas"
